targetSpeed,actualSpeeds,actualTimes,speedFrac
-0.155129;0.0605208;-0.191593;0.880438;0.274454;-0.0355817,-0.164775;0.0788988;-0.229898;0.86666;0.279534;-0.0357457,1.42079,1
-0.150094;0.0509975;-0.171724;0.887309;0.271747;-0.0354865,-0.160022;0.0698206;-0.210983;0.873555;0.27705;-0.035668,1.42879,1
-0.144917;0.0412486;-0.151373;0.894166;0.268927;-0.0353824,-0.155129;0.0605208;-0.191593;0.880438;0.274454;-0.0355817,1.43679,1
-0.139596;0.0312727;-0.130535;0.90101;0.265993;-0.0352693,-0.150094;0.0509976;-0.171725;0.887309;0.271747;-0.0354865,1.44479,1
-0.13413;0.0210675;-0.109206;0.907839;0.262943;-0.0351472,-0.144917;0.0412489;-0.151374;0.894166;0.268927;-0.0353824,1.45279,1
-0.128517;0.010631;-0.0873822;0.914653;0.259778;-0.0350158,-0.144917;0.0412489;-0.151374;0.894166;0.268927;-0.0353824,1.46079,1
-0.122757;-3.83806e-05;-0.0650591;0.921452;0.256495;-0.0348752,-0.139596;0.0312727;-0.130535;0.90101;0.265993;-0.0352693,1.46879,1
-0.116848;-0.0109428;-0.0422325;0.928235;0.253093;-0.0347251,-0.13413;0.0210675;-0.109206;0.907839;0.262943;-0.0351472,1.47679,1
-0.110788;-0.0220843;-0.0188983;0.935001;0.249572;-0.0345657,-0.122757;-3.83725e-05;-0.0650591;0.921452;0.256495;-0.0348752,1.48479,1
-0.104577;-0.0334644;0.00494745;0.94175;0.24593;-0.0343966,-0.116848;-0.0109428;-0.0422327;0.928235;0.253093;-0.0347251,1.49279,1
-0.0982134;-0.0450854;0.0293091;0.948481;0.242167;-0.0342179,-0.110788;-0.0220841;-0.0188985;0.935001;0.249572;-0.0345657,1.50079,1
-0.0916955;-0.056949;0.0541907;0.955194;0.23828;-0.0340295,-0.104577;-0.0334644;0.00494743;0.94175;0.24593;-0.0343966,1.50879,1
-0.0850222;-0.0690573;0.0795966;0.961888;0.23427;-0.0338312,-0.104577;-0.0334644;0.00494743;0.94175;0.24593;-0.0343966,1.51679,1
-0.0781924;-0.081412;0.105531;0.968562;0.230135;-0.033623,-0.0982134;-0.0450853;0.029309;0.948481;0.242167;-0.0342179,1.52479,1
-0.0712046;-0.0940153;0.131997;0.975216;0.225873;-0.0334047,-0.0916955;-0.0569489;0.0541906;0.955194;0.23828;-0.0340295,1.53279,1
-0.0640577;-0.106869;0.159;0.98185;0.221484;-0.0331763,-0.0781924;-0.081412;0.10553;0.968562;0.230135;-0.033623,1.54079,1
-0.0567503;-0.119975;0.186544;0.988462;0.216968;-0.0329378,-0.0712047;-0.0940152;0.131997;0.975216;0.225873;-0.0334047,1.54879,1
-0.0492812;-0.133335;0.214632;0.995052;0.212321;-0.0326889,-0.0640577;-0.106869;0.159;0.98185;0.221485;-0.0331763,1.55679,1
-0.041649;-0.146951;0.24327;1.00162;0.207544;-0.0324296,-0.0640577;-0.106869;0.159;0.98185;0.221485;-0.0331763,1.56479,1
-0.0338525;-0.160825;0.272461;1.00817;0.202636;-0.0321598,-0.0567504;-0.119975;0.186544;0.988462;0.216968;-0.0329378,1.57279,1
-0.0258906;-0.174959;0.302209;1.01469;0.197595;-0.0318794,-0.0492813;-0.133335;0.214632;0.995052;0.212321;-0.0326889,1.58079,1
-0.0177456;-0.189384;0.332578;1.0212;0.19241;-0.0315878,-0.0338526;-0.160825;0.272461;1.00817;0.202636;-0.0321598,1.58881,1
-0.00944834;-0.204044;0.363454;1.02767;0.1871;-0.0312859,-0.0258906;-0.174959;0.302209;1.01469;0.197595;-0.0318794,1.59681,1
-0.000981686;-0.21897;0.3949;1.03412;0.181654;-0.0309732,-0.0177618;-0.189355;0.332518;1.02118;0.19242;-0.0315883,1.60481,1
0.00765563;-0.234164;0.42692;1.04054;0.176071;-0.0306495,-0.0094484;-0.204044;0.363454;1.02767;0.1871;-0.0312859,1.61281,1
0.0164649;-0.249627;0.459517;1.04693;0.17035;-0.0303147,-0.000981735;-0.21897;0.3949;1.03412;0.181654;-0.0309732,1.62081,1
0.0254473;-0.265362;0.492697;1.0533;0.16449;-0.0299688,0.00765559;-0.234164;0.426919;1.04054;0.176071;-0.0306495,1.62881,1
0.0346044;-0.28137;0.526463;1.05964;0.158489;-0.0296117,0.0164649;-0.249627;0.459517;1.04693;0.17035;-0.0303147,1.63681,1
0.0439372;-0.297654;0.56082;1.06595;0.152347;-0.0292432,0.0254473;-0.265362;0.492697;1.0533;0.16449;-0.0299688,1.64481,1
0.0534471;-0.314215;0.595771;1.07223;0.146062;-0.0288633,0.0346043;-0.28137;0.526462;1.05964;0.158489;-0.0296117,1.65281,1
0.0631353;-0.331055;0.631321;1.07849;0.139634;-0.0284718,0.0439371;-0.297654;0.560819;1.06595;0.152347;-0.0292432,1.66081,1
0.0730031;-0.348176;0.667474;1.08471;0.133061;-0.0280688,0.0439371;-0.297654;0.560819;1.06595;0.152347;-0.0292432,1.66881,1
0.0830549;-0.365585;0.704245;1.09091;0.126341;-0.0276539,0.053447;-0.314214;0.59577;1.07223;0.146062;-0.0288633,1.67681,1
0.0932858;-0.383274;0.741616;1.09707;0.119475;-0.0272273,0.0631353;-0.331055;0.631321;1.07849;0.139634;-0.0284718,1.68481,1
0.1037;-0.40125;0.779602;1.1032;0.112461;-0.0267888,0.0830517;-0.365579;0.704233;1.09091;0.126343;-0.027654,1.69281,1
0.114299;-0.419514;0.818208;1.1093;0.105299;-0.0263384,0.0830517;-0.365579;0.704233;1.09091;0.126343;-0.027654,1.70081,1
0.125084;-0.43807;0.857438;1.11536;0.0979862;-0.0258758,0.0932857;-0.383274;0.741616;1.09707;0.119475;-0.0272273,1.70881,1
0.136056;-0.456918;0.897295;1.1214;0.0905223;-0.0254011,0.1037;-0.40125;0.779602;1.1032;0.112462;-0.0267889,1.71681,1
0.147217;-0.47606;0.937784;1.12739;0.082906;-0.0249141,0.125084;-0.43807;0.857437;1.11536;0.0979863;-0.0258758,1.72481,1
0.158568;-0.495499;0.978909;1.13336;0.0751364;-0.0244148,0.136056;-0.456918;0.897295;1.1214;0.0905223;-0.0254011,1.73281,1
0.17011;-0.515236;1.02067;1.13929;0.0672121;-0.0239029,0.136056;-0.456918;0.897295;1.1214;0.0905223;-0.0254011,1.74081,1
0.181844;-0.535274;1.06308;1.14518;0.0591324;-0.0233786,0.147217;-0.47606;0.937784;1.12739;0.0829061;-0.0249141,1.74881,1
0.193772;-0.555613;1.10614;1.15103;0.0508958;-0.0228415,0.158568;-0.495499;0.978909;1.13336;0.0751364;-0.0244148,1.75681,1
0.205894;-0.576257;1.14985;1.15685;0.0425015;-0.0222918,0.181844;-0.535274;1.06308;1.14518;0.0591324;-0.0233786,1.76481,1
0.218213;-0.597207;1.19422;1.16264;0.0339483;-0.0217292,0.193771;-0.555613;1.10614;1.15103;0.0508959;-0.0228415,1.77281,1
0.230729;-0.618465;1.23925;1.16838;0.0252352;-0.0211537,0.205894;-0.576257;1.14985;1.15685;0.0425016;-0.0222918,1.78081,1
0.243445;-0.640032;1.28494;1.17409;0.0163609;-0.0205651,0.218213;-0.597207;1.19422;1.16264;0.0339484;-0.0217292,1.78881,1
0.25636;-0.661912;1.3313;1.17975;0.00732448;-0.0199635,0.230729;-0.618465;1.23925;1.16838;0.0252352;-0.0211537,1.79681,1
0.269476;-0.684105;1.37834;1.18538;-0.00187516;-0.0193486,0.243445;-0.640032;1.28494;1.17409;0.016361;-0.0205651,1.80481,1
0.282863;-0.706728;1.42629;1.19099;-0.0112867;-0.0187173,0.25636;-0.661912;1.3313;1.17975;0.00732459;-0.0199635,1.81285,1
0.296387;-0.729556;1.47469;1.19654;-0.0208169;-0.0180756,0.269476;-0.684105;1.37834;1.18538;-0.00187513;-0.0193486,1.82085,1
0.310116;-0.752704;1.52378;1.20204;-0.0305138;-0.0174205,0.282795;-0.706614;1.42605;1.19096;-0.0112391;-0.0187205,1.82885,1
0.324051;-0.776173;1.57355;1.2075;-0.0403783;-0.0167518,0.296387;-0.729556;1.47469;1.19654;-0.0208169;-0.0180756,1.83685,1
0.338195;-0.799965;1.62402;1.21292;-0.0504116;-0.0160695,0.296387;-0.729556;1.47469;1.19654;-0.0208169;-0.0180756,1.84485,1
0.352547;-0.824083;1.67519;1.2183;-0.0606145;-0.0153733,0.310116;-0.752703;1.52378;1.20204;-0.0305137;-0.0174205,1.85285,1
0.367109;-0.848527;1.72706;1.22363;-0.0709885;-0.0146633,0.324051;-0.776172;1.57355;1.2075;-0.0403782;-0.0167518,1.86085,1
0.381883;-0.873301;1.77963;1.22891;-0.0815343;-0.0139394,0.352547;-0.824082;1.67519;1.2183;-0.0606145;-0.0153733,1.86885,1
0.39687;-0.898406;1.83292;1.23416;-0.0922533;-0.0132014,0.367109;-0.848527;1.72705;1.22363;-0.0709883;-0.0146633,1.87685,1
0.412071;-0.923844;1.88692;1.23935;-0.103147;-0.0124492,0.381883;-0.873301;1.77963;1.22891;-0.0815343;-0.0139394,1.88485,1
0.427487;-0.949616;1.94164;1.2445;-0.114215;-0.0116829,0.39687;-0.898406;1.83292;1.23416;-0.0922532;-0.0132014,1.89285,1
0.44312;-0.975726;1.99708;1.24961;-0.12546;-0.0109021,0.412071;-0.923843;1.88692;1.23935;-0.103146;-0.0124492,1.90085,1
0.458971;-1.00217;2.05325;1.25467;-0.136882;-0.010107,0.427487;-0.949616;1.94164;1.2445;-0.114215;-0.0116829,1.90885,1
0.475041;-1.02896;2.11015;1.25967;-0.148483;-0.00929737,0.44312;-0.975725;1.99708;1.24961;-0.12546;-0.0109022,1.91685,1
0.491331;-1.05609;2.16779;1.26463;-0.160263;-0.00847312,0.44312;-0.975725;1.99708;1.24961;-0.12546;-0.0109022,1.92485,1
0.507843;-1.08357;2.22616;1.26955;-0.172225;-0.00763416,0.458971;-1.00217;2.05325;1.25467;-0.136882;-0.010107,1.93285,1
0.524578;-1.11139;2.28528;1.27441;-0.184367;-0.00678041,0.475041;-1.02896;2.11015;1.25967;-0.148483;-0.00929737,1.94085,1
0.541538;-1.13956;2.34515;1.27922;-0.196693;-0.00591176,0.491331;-1.05609;2.16779;1.26463;-0.160263;-0.00847312,1.94885,1
0.558723;-1.16808;2.40577;1.28398;-0.209203;-0.00502813,0.524578;-1.11139;2.28528;1.27441;-0.184367;-0.00678041,1.95685,1
0.576135;-1.19695;2.46715;1.28869;-0.221898;-0.00412943,0.541538;-1.13956;2.34515;1.27922;-0.196693;-0.00591177,1.96485,1
0.593775;-1.22618;2.52928;1.29335;-0.23478;-0.00321555,0.558723;-1.16808;2.40577;1.28398;-0.209203;-0.00502813,1.97285,1
0.611644;-1.25576;2.59219;1.29795;-0.247848;-0.00228641,0.576135;-1.19695;2.46715;1.28869;-0.221898;-0.00412943,1.98085,1
0.629744;-1.2857;2.65586;1.3025;-0.261105;-0.00134192,0.593775;-1.22618;2.52928;1.29335;-0.23478;-0.00321556,1.98885,1
0.648076;-1.316;2.7203;1.307;-0.274551;-0.000381972,0.611644;-1.25576;2.59219;1.29795;-0.247848;-0.00228642,1.99685,1
