targetSpeed,actualSpeeds,actualTimes,speedFrac
-1.17052;-1.37119;-2.31464;-1.20185;1.72781;-0.209868,-0.14535;0.0420623;-0.153072;0.893601;0.269164;-0.0353914,1.46014,1
-1.17164;-1.37092;-2.31571;-1.19465;1.72994;-0.21015,-0.140032;0.032089;-0.132241;0.900456;0.266235;-0.0352788,1.46814,1
-1.17272;-1.37074;-2.31662;-1.18739;1.73205;-0.210431,-0.134578;0.0219024;-0.110952;0.907287;0.263195;-0.0351574,1.47614,1
-1.17373;-1.3707;-2.31722;-1.18005;1.73411;-0.210711,-0.123229;0.000834188;-0.0668852;0.920902;0.256765;-0.0348869,1.48414,1
-1.17373;-1.3707;-2.31722;-1.18005;1.73411;-0.210711,-0.123229;0.000834188;-0.0668852;0.920902;0.256765;-0.0348869,1.49214,1
-1.17467;-1.37077;-2.31759;-1.17263;1.73614;-0.210989,-0.117332;-0.0100512;-0.0440995;0.927687;0.253373;-0.0347376,1.50014,1
-1.17556;-1.37093;-2.31777;-1.16516;1.73814;-0.211266,-0.111284;-0.0211733;-0.0208066;0.934454;0.249861;-0.0345789,1.50814,1
-1.17641;-1.37119;-2.31777;-1.15764;1.74012;-0.211541,-0.105086;-0.0325341;0.00299765;0.941204;0.24623;-0.0344107,1.51614,1
-1.17717;-1.37159;-2.31743;-1.15002;1.74204;-0.211814,-0.0922289;-0.0559795;0.052157;0.954651;0.238599;-0.0340451,1.52415,1
-1.17786;-1.37213;-2.31683;-1.14234;1.74392;-0.212085,-0.0855683;-0.0680679;0.0775202;0.961347;0.234599;-0.0338476,1.53215,1
-1.17849;-1.37276;-2.31603;-1.1346;1.74576;-0.212354,-0.0787512;-0.0804027;0.103411;0.968022;0.230474;-0.0336402,1.54015,1
-1.17907;-1.37349;-2.31501;-1.12681;1.74758;-0.212622,-0.0717707;-0.0929956;0.129855;0.974683;0.22622;-0.0334226,1.54815,1
-1.1796;-1.37433;-2.31378;-1.11896;1.74936;-0.212888,-0.0646366;-0.105829;0.156815;0.981319;0.221841;-0.033195,1.55615,1
-1.18006;-1.37527;-2.31233;-1.11106;1.7511;-0.213152,-0.0573422;-0.118914;0.184315;0.987932;0.217334;-0.0329573,1.56415,1
-1.18006;-1.37527;-2.31233;-1.11106;1.7511;-0.213152,-0.0573422;-0.118914;0.184315;0.987932;0.217334;-0.0329573,1.57215,1
-1.18006;-1.37527;-2.31233;-1.11106;1.7511;-0.213152,-0.0573422;-0.118914;0.184315;0.987932;0.217334;-0.0329573,1.58015,1
-1.18047;-1.37631;-2.31066;-1.10311;1.75281;-0.213414,-0.0498861;-0.132254;0.21236;0.994525;0.212699;-0.0327092,1.58815,1
-1.18082;-1.37747;-2.30876;-1.09511;1.75447;-0.213673,-0.0422672;-0.145849;0.240953;1.00109;0.207932;-0.0324508,1.59615,1
-1.18103;-1.37885;-2.30638;-1.087;1.75606;-0.213929,-0.0184199;-0.188191;0.330066;1.02066;0.19284;-0.0316121,1.60415,1
-1.18112;-1.38046;-2.30353;-1.07879;1.75757;-0.214179,-0.0101365;-0.20283;0.360896;1.02714;0.187541;-0.0313111,1.61215,1
-1.18112;-1.38046;-2.30353;-1.07879;1.75757;-0.214179,-0.0101365;-0.20283;0.360896;1.02714;0.187541;-0.0313111,1.62015,1
-1.18115;-1.38218;-2.30042;-1.07053;1.75903;-0.214428,-0.00168375;-0.217734;0.392295;1.03359;0.182106;-0.0309993,1.62815,1
-1.1811;-1.38403;-2.29706;-1.06222;1.76045;-0.214674,0.00693953;-0.232906;0.424267;1.04001;0.176535;-0.0306765,1.63615,1
-1.18094;-1.38607;-2.29329;-1.05382;1.76179;-0.214915,0.0247029;-0.264059;0.489949;1.05278;0.164976;-0.0299977,1.64415,1
-1.18068;-1.3883;-2.28913;-1.04536;1.76307;-0.215153,0.0338454;-0.280045;0.523667;1.05912;0.158987;-0.0296414,1.65215,1
-1.18034;-1.39065;-2.28471;-1.03684;1.7643;-0.215387,0.0431638;-0.296306;0.557975;1.06543;0.152857;-0.0292739,1.66015,1
-1.17993;-1.39313;-2.28001;-1.02828;1.76548;-0.215619,0.0526591;-0.312844;0.592877;1.07172;0.146584;-0.0288949,1.66815,1
-1.17993;-1.39313;-2.28001;-1.02828;1.76548;-0.215619,0.0526591;-0.312844;0.592877;1.07172;0.146584;-0.0288949,1.67615,1
-1.17945;-1.39575;-2.27502;-1.01966;1.76661;-0.215847,0.0623326;-0.329661;0.628378;1.07798;0.140168;-0.0285044,1.68416,1
-1.17888;-1.3985;-2.26975;-1.01099;1.76769;-0.216073,0.0721856;-0.346758;0.664481;1.0842;0.133607;-0.0281023,1.69216,1
-1.17819;-1.40147;-2.26402;-1.00225;1.76868;-0.216293,0.0924351;-0.381804;0.738511;1.09656;0.120047;-0.027263,1.70016,1
-1.17738;-1.40465;-2.25786;-0.993437;1.76959;-0.216508,0.102853;-0.399788;0.776513;1.10271;0.113033;-0.0268247,1.70816,1
-1.17649;-1.40797;-2.25139;-0.984575;1.77045;-0.216719,0.113437;-0.418029;0.815069;1.10881;0.105883;-0.0263752,1.71616,1
-1.17551;-1.41143;-2.24461;-0.975663;1.77125;-0.216927,0.124207;-0.436561;0.854248;1.11488;0.0985821;-0.0259136,1.72416,1
-1.17444;-1.41505;-2.23751;-0.966704;1.77199;-0.217131,0.135164;-0.455385;0.894054;1.12091;0.0911305;-0.0254399,1.73216,1
-1.17444;-1.41505;-2.23751;-0.966704;1.77199;-0.217131,0.135164;-0.455385;0.894054;1.12091;0.0911305;-0.0254399,1.74016,1
-1.17329;-1.41882;-2.23009;-0.957697;1.77267;-0.217332,0.146309;-0.474504;0.934491;1.12691;0.0835266;-0.0249539,1.74816,1
-1.17204;-1.42275;-2.22234;-0.948642;1.77328;-0.217528,0.157644;-0.493918;0.975565;1.13288;0.0757694;-0.0244555,1.75616,1
-1.17066;-1.42691;-2.2141;-0.939518;1.77381;-0.217718,0.180889;-0.533645;1.05964;1.1447;0.0597905;-0.0234214,1.76416,1
-1.16913;-1.43131;-2.20534;-0.930322;1.77423;-0.217902,0.192801;-0.55396;1.10264;1.15056;0.0515667;-0.0228854,1.77216,1
-1.16751;-1.43587;-2.19623;-0.921079;1.77459;-0.218082,0.204908;-0.574579;1.1463;1.15639;0.0431852;-0.0223366,1.78016,1
-1.16579;-1.44061;-2.18677;-0.91179;1.77488;-0.218257,0.217211;-0.595504;1.19061;1.16217;0.0346449;-0.0217751,1.78816,1
-1.16397;-1.44551;-2.17695;-0.902456;1.7751;-0.218427,0.229712;-0.616737;1.23559;1.16792;0.0259447;-0.0212006,1.79616,1
-1.16205;-1.45058;-2.16677;-0.893075;1.77525;-0.218593,0.242411;-0.638279;1.28123;1.17363;0.0170835;-0.0206131,1.80416,1
-1.16003;-1.45583;-2.15622;-0.88365;1.77533;-0.218754,0.25531;-0.660134;1.32754;1.1793;0.00806015;-0.0200125,1.81216,1
-1.1579;-1.46125;-2.1453;-0.874179;1.77533;-0.218911,0.26841;-0.682301;1.37452;1.18492;-0.00112624;-0.0193988,1.82016,1
-1.15567;-1.46686;-2.134;-0.864664;1.77526;-0.219062,0.281712;-0.704785;1.42218;1.19051;-0.010477;-0.0187717,1.82817,1
-1.15567;-1.46686;-2.134;-0.864664;1.77526;-0.219062,0.281712;-0.704785;1.42218;1.19051;-0.010477;-0.0187717,1.83617,1
-1.15333;-1.47264;-2.12231;-0.855104;1.77512;-0.219208,0.295219;-0.727586;1.47052;1.19606;-0.019993;-0.0181312,1.84417,1
-1.15088;-1.47861;-2.11024;-0.845501;1.7749;-0.219348,0.30893;-0.750706;1.51954;1.20157;-0.0296755;-0.0174772,1.85217,1
-1.14832;-1.48476;-2.09777;-0.835853;1.7746;-0.219484,0.322848;-0.774147;1.56926;1.20703;-0.0395256;-0.0168097,1.86017,1
-1.14561;-1.49118;-2.08474;-0.826147;1.77419;-0.219612,0.351308;-0.822001;1.67077;1.21784;-0.0597326;-0.0154336,1.86817,1
-1.14271;-1.49791;-2.07105;-0.816371;1.77364;-0.219731,0.365852;-0.846418;1.72258;1.22317;-0.0700919;-0.0147248,1.87617,1
-1.13969;-1.50483;-2.05694;-0.806553;1.77302;-0.219845,0.380608;-0.871163;1.77509;1.22846;-0.080623;-0.014002,1.88417,1
-1.13655;-1.51196;-2.04241;-0.796692;1.77231;-0.219952,0.395576;-0.89624;1.82832;1.23371;-0.0913272;-0.0132652,1.89217,1
-1.13329;-1.51929;-2.02745;-0.78679;1.77151;-0.220053,0.410759;-0.921649;1.88226;1.23891;-0.102205;-0.0125143,1.90017,1
-1.12991;-1.52682;-2.01205;-0.776847;1.77062;-0.220149,0.426157;-0.947393;1.93692;1.24406;-0.113259;-0.0117491,1.90817,1
-1.12641;-1.53456;-1.99622;-0.766863;1.76965;-0.220238,0.441771;-0.973473;1.9923;1.24917;-0.124488;-0.0109697,1.91617,1
-1.12277;-1.54251;-1.97993;-0.756839;1.76858;-0.220321,0.457603;-0.999892;2.0484;1.25423;-0.135895;-0.0101758,1.92417,1
-1.12277;-1.54251;-1.97993;-0.756839;1.76858;-0.220321,0.457603;-0.999892;2.0484;1.25423;-0.135895;-0.0101758,1.93217,1
-1.11902;-1.55067;-1.9632;-0.746774;1.76742;-0.220397,0.473654;-1.02665;2.10524;1.25925;-0.147481;-0.00936738,1.94017,1
-1.11513;-1.55905;-1.94601;-0.73667;1.76617;-0.220467,0.489925;-1.05375;2.16282;1.26421;-0.159246;-0.00854438,1.94817,1
-1.11111;-1.56764;-1.92835;-0.726527;1.76483;-0.22053,0.506419;-1.0812;2.22113;1.26913;-0.171192;-0.00770668,1.95617,1
-1.10692;-1.57652;-1.9101;-0.716335;1.76336;-0.220585,0.540075;-1.13713;2.33999;1.27881;-0.195629;-0.00598684,1.96417,1
-1.1025;-1.58579;-1.89102;-0.706076;1.76172;-0.220628,0.55724;-1.16562;2.40054;1.28357;-0.208123;-0.0051045,1.97217,1
-1.09794;-1.59528;-1.87145;-0.695779;1.75998;-0.220663,0.574633;-1.19446;2.46185;1.28829;-0.220802;-0.00420709,1.98019,1
-1.09794;-1.59528;-1.87145;-0.695779;1.75998;-0.220663,0.574633;-1.19446;2.46185;1.28829;-0.220802;-0.00420709,1.98819,1
-1.09323;-1.60501;-1.85139;-0.685445;1.75813;-0.220692,0.592253;-1.22366;2.52393;1.29295;-0.233668;-0.00329452,1.99619,1
